RowId,ENpcResidentId,TerritoryTypeId,MapId,PlaceNameId,Position
1536,1007818,141,21,43,15.8;14
1537,1007829,141,21,43,22;22.3
1538,1007834,153,6,56,30.4;21.9
1539,1007835,137,17,32,21.3;25.3
1540,1007836,137,17,32,22.1;25.9
1541,1007837,139,19,34,26.6;22.6
1542,1007838,139,19,34,26.6;22.6
1543,1007840,139,19,34,30;24.3
1544,1007841,139,19,34,31.5;22.9
1545,1007842,139,19,34,31;23.6
1546,1007843,139,19,34,29.2;22.2
1547,1007844,139,19,34,29.8;22.6
1548,1007845,139,19,34,26.6;22.6
1549,1007846,139,19,34,26.7;22.7
1550,1007847,139,19,34,26.6;22.4
1551,1007848,139,19,34,26.1;22.7
1552,1007849,139,19,34,26.1;22.7
1553,1007850,148,4,54,16;23.4
1554,1007852,152,5,55,16;20.5
1555,1007853,153,6,56,22.5;19.2
1556,1007854,148,4,54,15.1;25.5
1557,1007855,148,4,54,14.8;25.2
1558,1007856,155,53,63,26.7;14.5
1559,1007857,155,53,63,31.1;16.1
1560,1007858,155,53,63,33.3;12.5
1561,1007859,155,53,63,34.5;14.3
1562,1007860,155,53,63,33.9;15.1
1563,1007861,153,6,56,18.7;27.1
1564,1007862,153,6,56,18.6;27
1565,1007863,140,20,42,18.8;15.9
1566,1007864,140,20,42,18.1;16.4
1567,1007865,140,20,42,17;14.1
1568,1007866,153,6,56,29;24.7
1569,1007867,145,22,44,27.1;21.3
1570,1007871,146,23,45,12.1;22.7
1571,1007872,146,23,45,12.1;22.6
1572,1007873,146,23,45,12.3;22.7
1573,1007874,146,23,45,17;14.6
1574,1007875,146,23,45,17;14.6
1575,1007877,135,16,31,19.9;35.8
1576,1007887,156,25,67,23.6;10.8
1577,1007891,155,53,63,22.8;29.1
1578,1007899,156,25,67,23.5;10.8
1579,1007935,180,30,350,19.6;16.5
1580,1007936,180,30,350,19.6;16.5
1581,1007937,180,30,350,25.9;9.8
1582,1007941,180,30,350,25.8;16.8
1583,1007942,180,30,350,22.9;8.1
1584,1007943,180,30,350,25;7.7
1585,1007944,180,30,350,25;8.6
1586,1007946,180,30,350,25.8;9.6
1587,1007947,180,30,350,24.4;10.4
1588,1007949,180,30,350,21.7;17.7
1589,1007950,180,30,350,21.8;17.5
1590,1007957,180,30,350,19.4;16.9
1591,1007958,138,18,33,34.5;31.1
1592,1007960,129,12,29,8.1;14.9
1593,1007961,129,12,29,7.4;15.3
1594,1007962,129,12,29,7.8;14.8
1595,1008146,153,6,56,17.8;19.9
1596,1008147,153,6,56,18;20.3
1597,1008148,153,6,56,18;20.3
1598,1008149,153,6,56,18;20.3
1599,1008150,153,6,56,22;22.1
1600,1008157,153,6,56,22.3;22.1
1601,1008158,153,6,56,22.3;22.1
1602,1008159,153,6,56,22.3;22.1
1603,1008160,153,6,56,22.3;22.1
1604,1008161,154,7,57,30.4;20.1
1605,1008174,154,7,57,16.5;30.9
1606,1008271,205,69,347,6.2;6.1
1607,1008272,205,69,347,6.2;6.1
1608,1008273,205,69,347,6.2;6.1
1609,1008274,205,69,347,6.1;6.1
1610,1008275,133,3,53,14.8;6.3
1611,1008276,152,5,55,10.6;22.7
1612,1008277,152,5,55,15.1;20.7
1613,1008278,156,25,67,21.7;8.7
1614,1008284,146,23,45,15.3;29.3
1615,1008285,146,23,45,15;30
1616,1008286,146,23,45,14.8;31
1617,1008287,146,23,45,14.1;29.3
1618,1008302,152,5,55,25.8;23.2
1619,1008303,152,5,55,25.5;24
1620,1008304,152,5,55,25.8;21.3
1621,1008305,152,5,55,25.2;23.2
1622,1008310,152,5,55,23.5;15.3
1623,1008311,152,5,55,23.3;14.2
1624,1008312,152,5,55,23;16.2
1625,1008313,152,5,55,24.4;15
1626,1008327,146,23,45,22.3;14.5
1627,1008329,152,5,55,24.9;25.5
1628,1008332,152,5,55,25.1;25.4
1629,1008334,152,5,55,25.1;25.4
1630,1008361,152,5,55,26.5;20.1
1631,1008371,146,23,45,25.6;21.5
1632,1008422,152,5,55,23.3;14.7
1633,1008423,152,5,55,23.8;15.5
1634,1008424,152,5,55,23.7;13.9
1635,1008538,154,7,57,20.7;27.3
1636,1008539,154,7,57,16.7;29.9
1637,1008540,147,24,46,20.2;17.4
1638,1008542,351,136,481,6.1;5.2
1639,1008543,153,6,56,14.2;30.6
1640,1008544,152,5,55,15.1;20.7
1641,1008545,152,5,55,15.1;20.7
1642,1008546,351,136,481,6.1;5.2
1643,1008547,351,136,481,6.1;5.2
1644,1008554,351,136,481,6.1;5.2
1645,1008559,351,136,481,6.3;5.9
1646,1008565,351,136,481,6.1;5.2
1647,1008579,351,136,481,6.1;5.2
1648,1008595,140,20,42,23;16.4
1649,1008596,145,22,44,17.3;27.9
1650,1008597,140,20,42,22.6;17
1651,1008598,140,20,42,24.2;20.8
1652,1008599,140,20,42,23.2;21.5
1653,1008600,140,20,42,11.1;14
1654,1008601,131,14,41,10.7;12.9
1655,1008602,131,14,41,10.7;12.8
1656,1008603,131,14,41,10.7;12.8
1657,1008604,130,13,40,11.9;9.3
1658,1008605,130,13,40,11.9;9.3
1659,1008606,130,13,40,11.8;9.2
1660,1008607,130,13,40,11.8;9.3
1661,1008608,130,13,40,11.9;9.3
1662,1008609,130,13,40,11.9;9.2
1663,1008610,130,13,40,11.9;9.3
1664,1008611,140,20,42,13.7;14.4
1665,1008612,131,14,41,10.9;12.3
1666,1008613,131,14,41,10.8;12.3
1667,1008614,131,14,41,10.8;12.3
1668,1008615,131,14,41,10.8;12.3
1669,1008616,131,14,41,10.8;12.3
1670,1008617,131,14,41,10.9;12.4
1671,1008618,130,13,40,8.5;8.9
1672,1008619,130,13,40,8.5;9
1673,1008620,130,13,40,8.6;9
1674,1008621,130,13,40,8.6;9
1675,1008622,130,13,40,8.6;9
1676,1008623,130,13,40,11.7;9.6
1677,1008624,141,21,43,19.5;20.6
1678,1008625,140,20,42,23.2;24.5
1679,1008626,140,20,42,13.1;14.4
1680,1008628,140,20,42,12.8;14.1
1681,1008632,140,20,42,13.7;14.4
1682,1008635,140,20,42,12.5;14.8
1683,1008636,140,20,42,13.1;13.5
1684,1008637,140,20,42,11.8;13.7
1685,1008638,140,20,42,11.5;14.4
1686,1008639,140,20,42,11.5;14.3
1687,1008640,140,20,42,24;18
1688,1008643,140,20,42,23.9;17.9
1689,1008644,140,20,42,23.9;17.9
1690,1008645,140,20,42,23.9;17.9
1691,1008646,140,20,42,23.8;17.9
1692,1008647,140,20,42,13.5;14.5
1693,1008648,140,20,42,26.7;24.4
1694,1008651,140,20,42,26.8;24.4
1695,1008652,140,20,42,26.7;24.4
1696,1008653,140,20,42,26.7;24.4
1697,1008654,140,20,42,26.8;24.3
1698,1008655,140,20,42,13.5;14.5
1699,1008656,130,13,40,11.7;9.6
1700,1008657,130,13,40,11.7;9.6
1701,1008658,130,13,40,11.7;9.6
1702,1008659,156,25,67,21.9;7.9
1703,1008660,156,25,67,21.8;7.9
1704,1008661,156,25,67,21.9;7.9
1705,1008663,156,25,67,23.2;6.8
1706,1008676,198,75,351,3.5;3.4
1707,1008677,198,75,351,3.5;3.4
1708,1008678,198,75,351,3.5;3.4
1709,1008679,198,75,351,3.5;3.4
1710,1008683,138,18,33,17.3;19.2
1711,1008684,138,18,33,12.4;16.7
1712,1008685,138,18,33,12.4;16.6
1713,1008691,198,75,351,3.5;3.3
1714,1008692,135,16,31,35.7;15.8
1715,1008693,135,16,31,24.5;33.1
1716,1008694,129,12,29,8.8;14.3
1717,1008695,129,12,29,8.8;14.3
1718,1008696,129,12,29,8.9;14.3
1719,1008697,145,22,44,14.6;30.1
1720,1008698,138,18,33,16.2;17.7
1721,1008700,130,13,40,8.5;9
1722,1008702,140,20,42,22.6;17
1723,1008703,140,20,42,13.7;14.4
1724,1008704,140,20,42,13.7;14.4
1725,1008705,156,25,67,22.1;7.8
1726,1008706,138,18,33,13.3;15.5
1727,1008707,145,22,44,13.8;23.3
1728,1008708,140,20,42,12.8;13.8
1729,1008709,140,20,42,12.8;13.8
1730,1008710,140,20,42,12.8;13.8
1731,1008713,140,20,42,23.6;21.7
1732,1008715,140,20,42,20;24.6
1733,1008716,140,20,42,20.1;24.6
1734,1008719,147,24,46,21.7;27.9
1735,1008721,147,24,46,22.1;26.5
1736,1008722,147,24,46,23.6;23.9
1737,1008727,147,24,46,23.6;23.9
1738,1008729,147,24,46,23.6;23.9
1739,1008730,140,20,42,12.8;13.8
1740,1008734,140,20,42,12.8;13.8
1741,1008735,140,20,42,13;14.1
1742,1008736,140,20,42,13.1;14.1
1743,1008738,140,20,42,13;14.1
1744,1008739,155,53,63,25;28.4
1745,1008741,155,53,63,26.4;28.5
1746,1008744,155,53,63,26.6;28.6
1747,1008746,155,53,63,26.7;27.8
1748,1008747,155,53,63,26.6;27.8
1749,1008748,155,53,63,29.3;29
1750,1008749,155,53,63,29.3;29
1751,1008750,155,53,63,29.4;29
1752,1008751,155,53,63,29.4;29
1753,1008752,155,53,63,31.2;31
1754,1008753,155,53,63,31;31
1755,1008754,155,53,63,31;31
1756,1008755,155,53,63,31;30.9
1757,1008756,155,53,63,31;30.9
1758,1008757,140,20,42,13;14.1
1759,1008758,140,20,42,12;15
1760,1008760,140,20,42,15.4;17.8
1761,1008781,180,30,350,26;9.1
1762,1008782,180,30,350,25.7;9.2
1763,1008783,180,30,350,26.2;9.5
1764,1008784,180,30,350,26.1;9.3
1765,1008785,180,30,350,26.2;9.1
1766,1008786,180,30,350,26;9.6
1767,1008788,140,20,42,13;14.1
1768,1008793,138,18,33,20.3;22.2
1769,1008794,138,18,33,19.2;23.1
1770,1008795,138,18,33,23.3;22.1
1771,1008796,138,18,33,22.4;22.5
1772,1008798,130,13,40,9.3;8.7
1773,1008799,145,22,44,16.7;23.5
1774,1008803,138,18,33,13.1;13.4
1775,1008808,138,18,33,14.2;14
1776,1008809,138,18,33,14.1;14.3
1777,1008810,138,18,33,13.9;14.4
1778,1008811,138,18,33,14.3;13.9
1779,1008812,138,18,33,14.2;14.2
1780,1008813,138,18,33,14.2;14
1781,1008814,138,18,33,14.1;14.3
1782,1008816,138,18,33,17;19.2
1783,1008817,138,18,33,17.5;19
1784,1008818,138,18,33,17.7;20.6
1785,1008819,138,18,33,18.3;20.4
1786,1008820,138,18,33,18.4;20
1787,1008821,138,18,33,18;19.5
1788,1008822,138,18,33,18.6;19.3
1789,1008823,138,18,33,17.2;19.4
1790,1008824,138,18,33,17.2;19.3
1791,1008825,138,18,33,17.2;19.4
1792,1008826,137,17,32,31.6;26.5
1793,1008827,137,17,32,31.6;26.4
1794,1008828,137,17,32,31.6;26.4
1795,1008829,137,17,32,31.4;26.3
1796,1008830,137,17,32,31.8;26.3
1797,1008831,137,17,32,31.7;26.5
1798,1008832,137,17,32,31.6;26.6
1799,1008877,138,18,33,18.2;16
1800,1008878,138,18,33,17.1;14.8
1801,1008879,138,18,33,16;16.2
1802,1008880,138,18,33,17.6;17.2
1803,1008882,129,12,29,8;15.2
1804,1008883,180,30,350,24.4;10.3
1805,1008890,180,30,350,21.8;10.2
1806,1008891,135,16,31,24.8;33.1
1807,1008892,135,16,31,24.7;33.2
1808,1008893,135,16,31,24.7;33.2
1809,1008894,135,16,31,24.7;33.1
1810,1008895,135,16,31,24.7;33.2
1811,1008896,137,17,32,31.6;26.4
1812,1008897,138,18,33,20.7;19.7
1813,1008902,138,18,33,18.4;15.5
1814,1008903,138,18,33,14.3;12.9
1815,1008904,138,18,33,5.6;35.8
1816,1008907,138,18,33,16.9;22.4
1817,1008909,180,30,350,21.6;17.8
1818,1008912,138,18,33,5;40.9
1819,1008913,138,18,33,5.5;40.9
1820,1008914,138,18,33,4.5;40.7
1821,1008915,138,18,33,4.2;40.8
1822,1008916,138,18,33,17.3;21.9
1823,1008917,138,18,33,3.6;40
1824,1008918,138,18,33,27.8;26.9
1825,1008921,138,18,33,3.1;37.7
1826,1008922,138,18,33,3.1;37.7
1827,1008923,138,18,33,27.9;28.4
1828,1008945,154,7,57,30.3;20.1
1829,1008947,180,30,350,25.8;16.8
1830,1008948,154,7,57,29.5;19.6
1831,1008950,132,2,52,11.8;12.2
1832,1008951,152,5,55,20.4;27.4
1833,1008961,140,20,42,18.3;17.4
1834,1008962,135,16,31,23.3;28.6
1835,1008963,145,22,44,26.4;16.1
1836,1008964,154,7,57,15.6;25.3
1837,1008969,351,136,481,6.1;5.2
1838,1008974,351,136,481,6.2;5.9
1839,1008980,351,136,481,6.2;6
1840,1008993,351,136,481,5.9;6
1841,1008994,351,136,481,5.9;6.1
1842,1008995,351,136,481,6;6.1
1843,1008996,351,136,481,5.9;6
1844,1008997,351,136,481,6;5.9
1845,1008998,351,136,481,6.2;5.9
1846,1008999,351,136,481,6.7;6.1
1847,1009000,351,136,481,6.7;6
1848,1009001,351,136,481,6.7;5.9
1849,1009002,351,136,481,6.2;6.2
1850,1009003,351,136,481,6.3;5.9
1851,1009004,351,136,481,6.7;6.1
1852,1009005,351,136,481,6.7;6.1
1853,1009006,351,136,481,6.7;6.1
1854,1009007,351,136,481,6.7;6.1
1855,1009021,351,136,481,6.1;5.2
1856,1009029,351,136,481,6;5.9
1857,1009049,141,21,43,25.2;15.4
1858,1009050,141,21,43,22.6;21.4
1859,1009055,141,21,43,18.6;26.1
1860,1009056,141,21,43,22.6;28.3
1861,1009057,131,14,41,10.7;12.9
1862,1009058,351,136,481,6;5.9
1863,1009059,351,136,481,6;5.9
1864,1009060,156,25,67,14.8;10.6
1865,1009061,129,12,29,9.1;15.2
1866,1009076,156,25,67,32.6;6.1
1867,1009077,156,25,67,22;7.8
1868,1009081,155,53,63,13.2;15.5
1869,1009087,155,53,63,4.1;21.6
1870,1009089,351,136,481,6;5.2
1871,1009090,205,69,347,6.2;6.1
1872,1009091,205,69,347,6.2;6.1
1873,1009092,205,69,347,6.2;6.1
1874,1009093,205,69,347,6.2;6.1
1875,1009094,205,69,347,6.1;6.1
1876,1009095,133,3,53,8.1;10.8
1877,1009096,133,3,53,8;10.8
1878,1009097,152,5,55,21.9;25.7
1879,1009098,152,5,55,26.7;19.9
1880,1009099,152,5,55,26.8;19.3
1881,1009100,152,5,55,26.8;19.3
1882,1009101,152,5,55,26.8;19.4
1883,1009102,152,5,55,26.7;19.3
1884,1009103,152,5,55,26.9;19.1
1885,1009104,152,5,55,29;18.7
1886,1009105,152,5,55,31.5;15.2
1887,1009106,152,5,55,26.4;11
1888,1009112,156,25,67,14.3;11.9
1889,1009113,152,5,55,32;15.4
1890,1009114,152,5,55,31.9;15.4
1891,1009115,152,5,55,26.5;10.8
1892,1009116,152,5,55,23.6;14.1
1893,1009117,152,5,55,23.7;14.1
1894,1009118,152,5,55,23.6;14.2
1895,1009119,152,5,55,23.6;14.1
1896,1009120,152,5,55,23.6;14.2
1897,1009121,152,5,55,23.6;14.2
1898,1009122,152,5,55,23.5;14.1
1899,1009123,152,5,55,23.4;15
1900,1009127,133,3,53,8.1;10.8
1901,1009128,129,12,29,11.2;10.9
1902,1009129,128,11,28,10.7;11
1903,1009130,133,3,53,8.1;10.8
1904,1009131,132,2,52,11.7;13.2
1905,1009132,131,14,41,11.1;11.6
1906,1009133,128,11,28,7.4;14.8
1907,1009134,133,3,53,8.1;10.9
1908,1009135,131,14,41,9.4;11
1909,1009136,131,14,41,12.5;13.2
1910,1009138,133,3,53,10.5;9
1911,1009139,133,3,53,10.9;5.9
1912,1009140,133,3,53,10.9;5.9
1913,1009141,156,25,67,21.9;7.2
1914,1009142,156,25,67,21.9;6.7
1915,1009143,156,25,67,23.2;8.9
1916,1009144,156,25,67,21.8;7.7
1917,1009145,156,25,67,22.5;7.4
1918,1009146,156,25,67,22.4;6.5
1919,1009147,156,25,67,22.3;8.4
1920,1009148,156,25,67,22.9;7.5
1921,1009151,141,21,43,23.5;13.7
1922,1009152,132,2,52,9.7;11.3
1923,1009153,129,12,29,10.4;11.3
1924,1009154,129,12,29,6.4;14.7
1925,1009155,180,30,350,24.7;16
1926,1009156,180,30,350,26;16.4
1927,1009157,180,30,350,25.7;16.9
1928,1009159,130,13,40,11.3;8.5
1929,1009160,130,13,40,10.9;10
1930,1009161,130,13,40,11;9
1931,1009162,130,13,40,9.8;8.6
1932,1009163,130,13,40,11.8;8.2
1933,1009166,131,14,41,13.8;11.8
1934,1009167,130,13,40,11;11.1
1935,1009168,131,14,41,9;13.7
1936,1009169,130,13,40,8.2;9.2
1937,1009170,130,13,40,9.4;9.6
1938,1009175,141,21,43,22.6;28.3
1939,1009178,145,22,44,15;16.5
1940,1009183,134,15,30,20.2;22.4
1941,1009184,134,15,30,21;24
1942,1009185,128,11,28,11.6;11.1
1943,1009186,140,20,42,15.8;18.3
1944,1009187,141,21,43,22.8;26.5
1945,1009192,130,13,40,12;8.6
1946,1009193,130,13,40,12;8.6
1947,1009194,145,22,44,14.4;17.1
1948,1009195,145,22,44,14.6;16.5
1949,1009197,128,11,28,11.1;11.4
1950,1009199,154,7,57,24.4;23.4
1951,1009200,154,7,57,24.9;23
1952,1009201,154,7,57,25;23.1
1953,1009204,154,7,57,24.5;23.4
1954,1009205,154,7,57,24.9;22.7
1955,1009211,154,7,57,24.5;23
1956,1009212,154,7,57,24.5;23
1957,1009213,154,7,57,24.6;22.7
1958,1009214,154,7,57,24.6;22.8
1959,1009215,154,7,57,24.8;23.6
1960,1009216,154,7,57,24.7;23.7
1961,1009217,154,7,57,28.7;28.4
1962,1009218,154,7,57,21.3;25
1963,1009219,155,53,63,26.5;28.8
1964,1009220,156,25,67,22.2;5.5
1965,1009221,155,53,63,25.5;16.4
1966,1009230,130,13,40,10.9;11
1967,1009231,128,11,28,11;10.4
1968,1009235,132,2,52,11.6;13.4
1969,1009236,128,11,28,10.8;11.2
1970,1009237,130,13,40,10.5;11
1971,1009239,156,25,67,21.8;8.6
1972,1009267,180,30,350,25.3;18.5
1973,1009268,180,30,350,15;10
1974,1009269,137,17,32,31.8;22.9
1975,1009270,137,17,32,31.9;23
1976,1009271,131,14,41,14.2;13.4
1977,1009272,131,14,41,10.4;13.3
1978,1009273,131,14,41,8.8;13.9
1979,1009274,131,14,41,13.5;12.7
1980,1009275,131,14,41,13.5;12.7
1981,1009276,131,14,41,14.2;13.3
1982,1009277,131,14,41,14.2;13.4
1983,1009280,137,17,32,31.8;23
1984,1009281,137,17,32,31.8;23
1985,1009282,156,25,67,24.1;10.3
1986,1009283,156,25,67,24.2;10.2
1987,1009284,156,25,67,24.1;10.3
1988,1009285,156,25,67,24.1;10.3
1989,1009286,156,25,67,24.1;10.3
1990,1009287,156,25,67,24;10.3
1991,1009294,132,2,52,9.9;11.4
1992,1009295,141,21,43,23.4;14.4
1993,1009297,133,3,53,10.7;5.9
1994,1009299,180,30,350,25.3;18.5
1995,1009300,180,30,350,21.4;18
1996,1009305,137,17,32,32.7;29.9
1997,1009306,137,17,32,32.7;29.9
1998,1009307,137,17,32,31.4;29.8
1999,1009308,137,17,32,32.6;29.9
2000,1009310,137,17,32,30.9;37.3
2001,1009311,137,17,32,32.1;30.5
2002,1009315,137,17,32,32.1;30.5
2003,1009317,137,17,32,33.1;29.3
2004,1009319,137,17,32,33.1;29.3
2005,1009321,137,17,32,33.1;29.3
2006,1009323,137,17,32,31.8;31.9
2007,1009324,137,17,32,31.8;31.9
2008,1009325,137,17,32,32;32.5
2009,1009326,137,17,32,32;32.6
2010,1009327,137,17,32,31.8;31.9
2011,1009328,137,17,32,31.7;31.9
2012,1009330,137,17,32,31.1;31.9
2013,1009331,138,18,33,27.7;28.3
2014,1009335,138,18,33,16.3;35.1
2015,1009336,137,17,32,31.3;25.6
2016,1009337,137,17,32,20.5;21.6
2017,1009341,137,17,32,20.5;21.6
2018,1009345,137,17,32,31.9;30.4
2019,1009347,137,17,32,30.3;28.9
2020,1009348,137,17,32,29.2;28.4
2021,1009351,137,17,32,31.9;30.4
2022,1009357,137,17,32,32;30.4
2023,1009366,130,13,40,12.2;8.1
2024,1009367,148,4,54,19.5;27.9
2025,1009369,131,14,41,14.2;13.4
2026,1009372,156,25,67,34.2;18.7
2027,1009373,156,25,67,34;18.6
2028,1009374,156,25,67,36.1;20.3
2029,1009375,156,25,67,36.1;20.3
2030,1009376,156,25,67,36;20.3
2031,1009377,156,25,67,36;20.3
2032,1009378,156,25,67,35.9;20.5
2033,1009379,156,25,67,35.9;20.2
2034,1009380,156,25,67,35.9;20.3
2035,1009381,154,7,57,29.5;19.7
2036,1009382,135,16,31,26.9;36
2037,1009387,131,14,41,10.6;13.6
2038,1009388,130,13,40,11.6;9.6
2039,1009414,152,5,55,26.6;10.9
2040,1009552,128,11,28,13.1;12.4
2041,1009569,148,4,54,20.3;22
2042,1009594,154,7,57,21;27.2
2043,1009595,154,7,57,21.4;25
2044,1009600,154,7,57,23.9;27.5
2045,1009607,132,2,52,15;12.1
2046,1009610,132,2,52,11.7;13.9
2047,1009615,132,2,52,11.7;13.4
2048,1009616,155,53,63,24.8;28.7
2049,1009617,155,53,63,25.1;28
2050,1009618,155,53,63,24.7;28.2
2051,1009629,155,53,63,33.2;18
2052,1009633,154,7,57,26.5;28.5
2053,1009634,148,4,54,13.2;16.6
2054,1009635,154,7,57,21.7;26.1
2055,1009636,154,7,57,21.4;26.4
2056,1009637,154,7,57,18.3;19.6
2057,1009638,154,7,57,21.5;19.7
2058,1009639,155,53,63,22.6;25
2059,1009640,156,25,67,18.6;8.2
2060,1009645,155,53,63,26.2;16.3
2061,1009646,155,53,63,26.4;16.3
2062,1009647,155,53,63,25.5;16.4
2063,1009648,155,53,63,17.9;15
2064,1009649,155,53,63,34;21.1
2065,1009658,155,53,63,24.8;28.7
2066,1009659,154,7,57,24.5;23.5
2067,1009665,134,15,30,20.2;22.4
2068,1009666,134,15,30,21;24
2069,1009669,156,25,67,18.7;8.7
2070,1009670,156,25,67,17.6;8.3
2071,1009671,156,25,67,17.4;9
2072,1009672,156,25,67,18;9.3
2073,1009676,154,7,57,24.5;23.4
2074,1009693,155,53,63,25.5;29.9
2075,1009694,154,7,57,22.4;20.5
2076,1009695,154,7,57,23.9;20
2077,1009696,154,7,57,24.2;20.4
2078,1009697,154,7,57,24.6;21
2079,1009707,154,7,57,24.6;23.8
2080,1009715,134,15,30,20.2;22.4
2081,1009721,152,5,55,19.8;27.9
2082,1009726,180,30,350,15.8;17.4
2083,1009727,180,30,350,15.8;17.4
2084,1009729,180,30,350,19.3;17
2085,1009730,180,30,350,18.5;17.2
2086,1009732,180,30,350,12.6;15
2087,1009733,129,12,29,4.1;12.2
2088,1009734,135,16,31,19.7;37.9
2089,1009735,135,16,31,19.7;38
2090,1009739,128,11,28,9.1;13.5
2091,1009740,128,11,28,9.1;13.5
2092,1009741,132,2,52,10.3;12.4
2093,1009742,131,14,41,9.2;13.6
2094,1009743,128,11,28,10.3;12.4
2095,1009744,128,11,28,10.2;12.4
2096,1009753,180,30,350,19.3;17
2097,1009754,152,5,55,10;22.7
2098,1009755,153,6,56,28.7;21.1
2099,1009756,153,6,56,29;23.8
2100,1009757,153,6,56,18.2;23.6
2101,1009758,153,6,56,18.2;23.6
2102,1009759,153,6,56,16.1;34.7
2103,1009760,153,6,56,16.1;34.7
2104,1009761,152,5,55,17.5;18.2
2105,1009762,152,5,55,17.7;18.2
2106,1009763,392,180,112,11.3;9.2
2107,1009764,152,5,55,17.7;15.7
2108,1009768,147,24,46,19.4;20.3
2109,1009769,145,22,44,30;24.9
2110,1009770,156,25,67,30.8;5.8
2111,1009771,147,24,46,20;20.4
2112,1009772,147,24,46,20.1;17.6
2113,1009773,147,24,46,20.1;17.6
2114,1009776,147,24,46,20.3;17.3
2115,1009777,147,24,46,20.2;17.3
2116,1009781,131,14,41,9.4;12.1
2117,1009782,131,14,41,9.4;12.1
2118,1009783,131,14,41,9.4;12.1
2119,1009784,131,14,41,9.4;12.1
2120,1009785,131,14,41,9.4;12.1
2121,1009786,131,14,41,9.6;10.9
2122,1009788,131,14,41,9.2;10.9
2123,1009789,130,13,40,8;11.2
2124,1009791,130,13,40,10.9;8.2
2125,1009792,130,13,40,8.5;11.2
2126,1009793,130,13,40,10.9;8.2
2127,1009794,141,21,43,17.9;26.9
2128,1009812,156,25,67,22.9;7
2129,1009813,156,25,67,22.5;6.2
2130,1009814,156,25,67,22.5;6.2
2131,1009815,156,25,67,22.5;6.2
2132,1009816,156,25,67,22.5;6.2
2133,1009817,156,25,67,18.8;8.5
2134,1009818,156,25,67,18.5;8.1
2135,1009819,156,25,67,18.4;8.9
2136,1009820,156,25,67,18.3;8.4
2137,1009823,156,25,67,21.8;7.4
2138,1009824,156,25,67,21.9;5.8
2139,1009825,156,25,67,23.2;9
2140,1009826,156,25,67,22;8.6
2141,1009827,156,25,67,22.7;8.6
2142,1009828,156,25,67,22.7;8.6
2143,1009829,156,25,67,22.7;8.6
2144,1009830,156,25,67,22.7;8.6
2145,1009831,156,25,67,20.3;8.5
2146,1009832,156,25,67,20.3;8.5
2147,1009833,156,25,67,20.3;8.4
2148,1009834,156,25,67,20.3;8.5
2149,1009835,156,25,67,19.4;9.1
2150,1009839,156,25,67,19.5;8.9
2151,1009840,156,25,67,19.5;8.9
2152,1009841,156,25,67,19.5;8.9
2153,1009842,156,25,67,19.5;8.9
2154,1009943,129,12,29,8.1;16.5
2155,1009944,129,12,29,8.1;16.1
2156,1009945,129,12,29,8;16.5
2157,1009949,133,3,53,4.7;6.9
2158,1009950,133,3,53,4.7;6.9
2159,1009951,133,3,53,4.7;6.9
2160,1009952,133,3,53,12;8.8
2161,1009953,132,2,52,11.8;13.2
2162,1009955,148,4,54,14;17.4
2163,1009958,133,3,53,14.5;8.6
2164,1009959,351,136,481,6.1;6
2165,1009961,130,13,40,8.6;9
2166,1009962,156,25,67,14.3;11.9
2167,1009964,156,25,67,14.3;11.8
2168,1009966,156,25,67,12.3;15.4
2169,1009967,156,25,67,12.3;15.4
2170,1009969,156,25,67,12.3;15.4
2171,1009971,156,25,67,12.3;15.4
2172,1009974,395,179,1429,6.1;6.1
2173,1009975,152,5,55,10.4;22.7
2174,1009976,155,53,63,26.7;17
2175,1009977,155,53,63,26.7;17.5
2176,1009978,155,53,63,26.7;17.5
2177,1009979,155,53,63,15.8;32.6
2178,1009982,155,53,63,25.6;27.9
2179,1009984,155,53,63,12.8;17.4
2180,1009985,155,53,63,12.7;17.4
2181,1009986,152,5,55,10.4;22.6
2182,1009987,152,5,55,17.3;23.4
2183,1009988,155,53,63,12.4;16
2184,1009989,155,53,63,12.7;18.3
2185,1009990,155,53,63,15;19.8
2186,1009996,155,53,63,3.4;21.2
2187,1009997,155,53,63,3.5;21.1
2188,1010001,155,53,63,3.1;21.4
2189,1010002,155,53,63,3.2;21.4
2190,1010009,133,3,53,8;10.7
2191,1010010,132,2,52,10.2;11.6
2192,1010011,132,2,52,10.6;11.4
2193,1010012,132,2,52,11.7;13
2194,1010013,132,2,52,13.8;14.4
2195,1010014,132,2,52,9.2;12.9
2196,1010015,133,3,53,8.1;9.5
2197,1010016,133,3,53,13.9;6.7
2198,1010017,132,2,52,11.6;11.8
2199,1010018,132,2,52,12.2;13.2
2200,1010019,132,2,52,12.1;12.5
2201,1010020,152,5,55,10;22.7
2202,1010021,153,6,56,25.3;21.3
2203,1010034,153,6,56,23.2;25
2204,1010037,152,5,55,15.4;26.8
2205,1010038,152,5,55,18;24.4
2206,1010039,156,25,67,23.1;6.5
2207,1010040,156,25,67,23.1;6.6
2208,1010041,351,136,481,6;5.2
2209,1010042,155,53,63,3.3;21.2
2210,1010045,351,136,481,6;5.9
2211,1010046,147,24,46,18.6;19.8
2212,1010047,132,2,52,11.8;13.2
2213,1010048,132,2,52,11.8;13.2
2214,1010049,132,2,52,11.8;13.2
2215,1010054,155,53,63,3.1;21.3
