RowId,ItemId,ContentFinderConditionId,Quantity,FightNo,CofferNo
2400,17443,219,1,1,0
2401,17439,219,1,1,0
2402,17386,219,1,2,0
2403,17392,219,1,2,0
2404,17398,219,1,2,0
2405,17410,219,1,2,0
2406,17404,219,1,2,0
2407,17422,219,1,2,0
2408,17416,219,1,2,0
2409,17388,219,1,2,0
2410,17394,219,1,2,0
2411,17400,219,1,2,0
2412,17412,219,1,2,0
2413,17406,219,1,2,0
2414,17424,219,1,2,0
2415,17418,219,1,2,0
2416,17525,219,1,2,0
2417,17389,221,1,0,0
2418,17395,221,1,0,0
2419,17401,221,1,0,0
2420,17413,221,1,0,0
2421,17407,221,1,0,0
2422,17425,221,1,0,0
2423,17419,221,1,0,0
2424,17429,221,1,0,0
2425,17433,221,1,0,0
2426,17437,221,1,0,0
2427,17445,221,1,0,0
2428,17441,221,1,0,0
2429,17430,221,1,0,0
2430,17434,221,1,0,0
2431,17438,221,1,0,0
2432,17446,221,1,0,0
2433,17442,221,1,0,0
2434,17385,221,1,1,0
2435,17391,221,1,1,0
2436,17397,221,1,1,0
2437,17409,221,1,1,0
2438,17403,221,1,1,0
2439,17421,221,1,1,0
2440,17415,221,1,1,0
2441,17387,221,1,1,0
2442,17393,221,1,1,0
2443,17399,221,1,1,0
2444,17411,221,1,1,0
2445,17405,221,1,1,0
2446,17423,221,1,1,0
2447,17417,221,1,1,0
2448,17428,221,1,1,0
2449,17432,221,1,1,0
2450,17436,221,1,1,0
2451,17444,221,1,1,0
2452,17440,221,1,1,0
2453,17427,221,1,1,0
2454,17431,221,1,1,0
2455,17435,221,1,1,0
2456,17443,221,1,1,0
2457,17439,221,1,1,0
2458,17386,221,1,2,0
2459,17392,221,1,2,0
2460,17398,221,1,2,0
2461,17410,221,1,2,0
2462,17404,221,1,2,0
2463,17422,221,1,2,0
2464,17416,221,1,2,0
2465,17388,221,1,2,0
2466,17394,221,1,2,0
2467,17400,221,1,2,0
2468,17412,221,1,2,0
2469,17406,221,1,2,0
2470,17424,221,1,2,0
2471,17418,221,1,2,0
2472,18131,238,1,0,0
2473,18137,238,1,0,0
2474,18143,238,1,0,0
2475,18155,238,1,0,0
2476,18149,238,1,0,0
2477,18167,238,1,0,0
2478,18161,238,1,0,0
2479,18179,238,1,0,0
2480,18180,238,1,0,0
2481,18181,238,1,0,0
2482,18183,238,1,0,0
2483,18182,238,1,0,0
2484,18184,238,1,0,0
2485,18185,238,1,0,0
2486,18186,238,1,0,0
2487,18188,238,1,0,0
2488,18187,238,1,0,0
2489,18127,238,1,1,0
2490,18133,238,1,1,0
2491,18139,238,1,1,0
2492,18151,238,1,1,0
2493,18145,238,1,1,0
2494,18163,238,1,1,0
2495,18157,238,1,1,0
2496,18129,238,1,1,0
2497,18135,238,1,1,0
2498,18141,238,1,1,0
2499,18153,238,1,1,0
2500,18147,238,1,1,0
2501,18165,238,1,1,0
2502,18159,238,1,1,0
2503,18169,238,1,1,0
2504,18170,238,1,1,0
2505,18171,238,1,1,0
2506,18173,238,1,1,0
2507,18172,238,1,1,0
2508,18174,238,1,1,0
2509,18175,238,1,1,0
2510,18176,238,1,1,0
2511,18178,238,1,1,0
2512,18177,238,1,1,0
2513,18113,238,1,2,0
2514,18117,238,1,2,0
2515,27359,238,1,2,0
2516,18114,238,1,2,0
2517,18112,238,1,2,0
2518,18124,238,1,2,0
2519,18116,238,1,2,0
2520,18115,238,1,2,0
2521,18118,238,1,2,0
2522,27360,238,1,2,0
2523,18120,238,1,2,0
2524,18121,238,1,2,0
2525,18125,238,1,2,0
2526,18119,238,1,2,0
2527,18122,238,1,2,0
2528,18123,238,1,2,0
2529,18128,238,1,2,0
2530,18134,238,1,2,0
2531,18140,238,1,2,0
2532,18152,238,1,2,0
2533,18146,238,1,2,0
2534,18164,238,1,2,0
2535,18158,238,1,2,0
2536,18130,238,1,2,0
2537,18136,238,1,2,0
2538,18142,238,1,2,0
2539,18154,238,1,2,0
2540,18148,238,1,2,0
2541,18166,238,1,2,0
2542,18160,238,1,2,0
2543,38497,238,1,2,0
2544,20542,238,1,2,0
2545,36372,238,1,2,0
2546,18287,235,1,0,0
2547,18293,235,1,0,0
2548,18299,235,1,0,0
2549,18311,235,1,0,0
2550,18305,235,1,0,0
2551,18323,235,1,0,0
2552,18317,235,1,0,0
2553,18335,235,1,0,0
2554,18336,235,1,0,0
2555,18337,235,1,0,0
2556,18339,235,1,0,0
2557,18338,235,1,0,0
2558,18340,235,1,0,0
2559,18341,235,1,0,0
2560,18342,235,1,0,0
2561,18344,235,1,0,0
2562,18343,235,1,0,0
2563,18283,235,1,1,0
2564,18289,235,1,1,0
2565,18295,235,1,1,0
2566,18307,235,1,1,0
2567,18301,235,1,1,0
2568,18319,235,1,1,0
2569,18313,235,1,1,0
2570,18285,235,1,1,0
2571,18291,235,1,1,0
2572,18297,235,1,1,0
2573,18309,235,1,1,0
2574,18303,235,1,1,0
2575,18321,235,1,1,0
2576,18315,235,1,1,0
2577,18325,235,1,1,0
2578,18326,235,1,1,0
2579,18327,235,1,1,0
2580,18329,235,1,1,0
2581,18328,235,1,1,0
2582,18330,235,1,1,0
2583,18331,235,1,1,0
2584,18332,235,1,1,0
2585,18334,235,1,1,0
2586,18333,235,1,1,0
2587,18269,235,1,2,0
2588,18273,235,1,2,0
2589,27363,235,1,2,0
2590,18270,235,1,2,0
2591,18268,235,1,2,0
2592,18280,235,1,2,0
2593,18272,235,1,2,0
2594,18271,235,1,2,0
2595,18274,235,1,2,0
2596,27364,235,1,2,0
2597,18276,235,1,2,0
2598,18277,235,1,2,0
2599,18281,235,1,2,0
2600,18275,235,1,2,0
2601,18278,235,1,2,0
2602,18279,235,1,2,0
2603,18284,235,1,2,0
2604,18290,235,1,2,0
2605,18296,235,1,2,0
2606,18308,235,1,2,0
2607,18302,235,1,2,0
2608,18320,235,1,2,0
2609,18314,235,1,2,0
2610,18286,235,1,2,0
2611,18292,235,1,2,0
2612,18298,235,1,2,0
2613,18310,235,1,2,0
2614,18304,235,1,2,0
2615,18322,235,1,2,0
2616,18316,235,1,2,0
2617,38498,235,1,2,0
2618,20529,235,1,2,0
2619,21285,235,1,2,0
2620,18443,240,1,0,0
2621,18449,240,1,0,0
2622,18455,240,1,0,0
2623,18467,240,1,0,0
2624,18461,240,1,0,0
2625,18479,240,1,0,0
2626,18473,240,1,0,0
2627,18491,240,1,0,0
2628,18492,240,1,0,0
2629,18493,240,1,0,0
2630,18495,240,1,0,0
2631,18494,240,1,0,0
2632,18496,240,1,0,0
2633,18497,240,1,0,0
2634,18498,240,1,0,0
2635,18500,240,1,0,0
2636,18499,240,1,0,0
2637,18439,240,1,1,0
2638,18445,240,1,1,0
2639,18451,240,1,1,0
2640,18463,240,1,1,0
2641,18457,240,1,1,0
2642,18475,240,1,1,0
2643,18469,240,1,1,0
2644,18441,240,1,1,0
2645,18447,240,1,1,0
2646,18453,240,1,1,0
2647,18465,240,1,1,0
2648,18459,240,1,1,0
2649,18477,240,1,1,0
2650,18471,240,1,1,0
2651,18481,240,1,1,0
2652,18482,240,1,1,0
2653,18483,240,1,1,0
2654,18485,240,1,1,0
2655,18484,240,1,1,0
2656,18486,240,1,1,0
2657,18487,240,1,1,0
2658,18488,240,1,1,0
2659,18490,240,1,1,0
2660,18489,240,1,1,0
2661,18425,240,1,2,0
2662,18429,240,1,2,0
2663,27367,240,1,2,0
2664,18426,240,1,2,0
2665,18424,240,1,2,0
2666,18436,240,1,2,0
2667,18428,240,1,2,0
2668,18427,240,1,2,0
2669,18430,240,1,2,0
2670,27368,240,1,2,0
2671,18432,240,1,2,0
2672,18433,240,1,2,0
2673,18437,240,1,2,0
2674,18431,240,1,2,0
2675,18434,240,1,2,0
2676,18435,240,1,2,0
2677,18440,240,1,2,0
2678,18446,240,1,2,0
2679,18452,240,1,2,0
2680,18464,240,1,2,0
2681,18458,240,1,2,0
2682,18476,240,1,2,0
2683,18470,240,1,2,0
2684,18442,240,1,2,0
2685,18448,240,1,2,0
2686,18454,240,1,2,0
2687,18466,240,1,2,0
2688,18460,240,1,2,0
2689,18478,240,1,2,0
2690,18472,240,1,2,0
2691,38499,240,1,2,0
2692,20531,240,1,2,0
2693,21286,240,1,2,0
2694,18599,241,1,0,0
2695,18605,241,1,0,0
2696,18611,241,1,0,0
2697,18623,241,1,0,0
2698,18617,241,1,0,0
2699,18635,241,1,0,0
2700,18629,241,1,0,0
2701,18647,241,1,0,0
2702,18648,241,1,0,0
2703,18649,241,1,0,0
2704,18651,241,1,0,0
2705,18650,241,1,0,0
2706,18652,241,1,0,0
2707,18653,241,1,0,0
2708,18654,241,1,0,0
2709,18656,241,1,0,0
2710,18655,241,1,0,0
2711,18595,241,1,1,0
2712,18601,241,1,1,0
2713,18607,241,1,1,0
2714,18619,241,1,1,0
2715,18613,241,1,1,0
2716,18631,241,1,1,0
2717,18625,241,1,1,0
2718,18597,241,1,1,0
2719,18603,241,1,1,0
2720,18609,241,1,1,0
2721,18621,241,1,1,0
2722,18615,241,1,1,0
2723,18633,241,1,1,0
2724,18627,241,1,1,0
2725,18637,241,1,1,0
2726,18638,241,1,1,0
2727,18639,241,1,1,0
2728,18641,241,1,1,0
2729,18640,241,1,1,0
2730,18642,241,1,1,0
2731,18643,241,1,1,0
2732,18644,241,1,1,0
2733,18646,241,1,1,0
2734,18645,241,1,1,0
2735,18581,241,1,2,0
2736,18585,241,1,2,0
2737,27371,241,1,2,0
2738,18582,241,1,2,0
2739,18580,241,1,2,0
2740,18592,241,1,2,0
2741,18584,241,1,2,0
2742,18583,241,1,2,0
2743,18586,241,1,2,0
2744,27372,241,1,2,0
2745,18588,241,1,2,0
2746,18589,241,1,2,0
2747,18593,241,1,2,0
2748,18587,241,1,2,0
2749,18590,241,1,2,0
2750,18591,241,1,2,0
2751,18596,241,1,2,0
2752,18602,241,1,2,0
2753,18608,241,1,2,0
2754,18620,241,1,2,0
2755,18614,241,1,2,0
2756,18632,241,1,2,0
2757,18626,241,1,2,0
2758,18598,241,1,2,0
2759,18604,241,1,2,0
2760,18610,241,1,2,0
2761,18622,241,1,2,0
2762,18616,241,1,2,0
2763,18634,241,1,2,0
2764,18628,241,1,2,0
2765,38500,241,1,2,0
2766,20536,241,1,2,0
2767,23322,241,1,2,0
2768,18755,242,1,0,0
2769,18761,242,1,0,0
2770,18767,242,1,0,0
2771,18779,242,1,0,0
2772,18773,242,1,0,0
2773,18791,242,1,0,0
2774,18785,242,1,0,0
2775,18803,242,1,0,0
2776,18804,242,1,0,0
2777,18805,242,1,0,0
2778,18807,242,1,0,0
2779,18806,242,1,0,0
2780,18808,242,1,0,0
2781,18809,242,1,0,0
2782,18810,242,1,0,0
2783,18812,242,1,0,0
2784,18811,242,1,0,0
2785,18751,242,1,1,0
2786,18757,242,1,1,0
2787,18763,242,1,1,0
2788,18775,242,1,1,0
2789,18769,242,1,1,0
2790,18787,242,1,1,0
2791,18781,242,1,1,0
2792,18753,242,1,1,0
2793,18759,242,1,1,0
2794,18765,242,1,1,0
2795,18777,242,1,1,0
2796,18771,242,1,1,0
2797,18789,242,1,1,0
2798,18783,242,1,1,0
2799,18793,242,1,1,0
2800,18794,242,1,1,0
2801,18795,242,1,1,0
2802,18797,242,1,1,0
2803,18796,242,1,1,0
2804,18798,242,1,1,0
2805,18799,242,1,1,0
2806,18800,242,1,1,0
2807,18802,242,1,1,0
2808,18801,242,1,1,0
2809,18737,242,1,2,0
2810,18741,242,1,2,0
2811,27375,242,1,2,0
2812,18738,242,1,2,0
2813,18736,242,1,2,0
2814,18748,242,1,2,0
2815,18740,242,1,2,0
2816,18739,242,1,2,0
2817,18742,242,1,2,0
2818,27376,242,1,2,0
2819,18744,242,1,2,0
2820,18745,242,1,2,0
2821,18749,242,1,2,0
2822,18743,242,1,2,0
2823,18746,242,1,2,0
2824,18747,242,1,2,0
2825,18752,242,1,2,0
2826,18758,242,1,2,0
2827,18764,242,1,2,0
2828,18776,242,1,2,0
2829,18770,242,1,2,0
2830,18788,242,1,2,0
2831,18782,242,1,2,0
2832,18754,242,1,2,0
2833,18760,242,1,2,0
2834,18766,242,1,2,0
2835,18778,242,1,2,0
2836,18772,242,1,2,0
2837,18790,242,1,2,0
2838,18784,242,1,2,0
2839,38501,242,1,2,0
2840,20541,242,1,2,0
2841,27913,242,1,2,0
2842,18833,247,1,0,0
2843,18839,247,1,0,0
2844,18845,247,1,0,0
2845,18857,247,1,0,0
2846,18851,247,1,0,0
2847,18869,247,1,0,0
2848,18863,247,1,0,0
2849,18881,247,1,0,0
2850,18882,247,1,0,0
2851,18883,247,1,0,0
2852,18885,247,1,0,0
2853,18884,247,1,0,0
2854,18886,247,1,0,0
2855,18887,247,1,0,0
2856,18888,247,1,0,0
2857,18890,247,1,0,0
2858,18889,247,1,0,0
2859,18829,247,1,1,0
2860,18835,247,1,1,0
2861,18841,247,1,1,0
2862,18853,247,1,1,0
2863,18847,247,1,1,0
2864,18865,247,1,1,0
2865,18859,247,1,1,0
2866,18831,247,1,1,0
2867,18837,247,1,1,0
2868,18843,247,1,1,0
2869,18855,247,1,1,0
2870,18849,247,1,1,0
2871,18867,247,1,1,0
2872,18861,247,1,1,0
2873,18871,247,1,1,0
2874,18872,247,1,1,0
2875,18873,247,1,1,0
2876,18875,247,1,1,0
2877,18874,247,1,1,0
2878,18876,247,1,1,0
2879,18877,247,1,1,0
2880,18878,247,1,1,0
2881,18880,247,1,1,0
2882,18879,247,1,1,0
2883,18815,247,1,2,0
2884,18819,247,1,2,0
2885,27377,247,1,2,0
2886,18816,247,1,2,0
2887,35758,247,1,2,0
2888,18814,247,1,2,0
2889,18826,247,1,2,0
2890,18818,247,1,2,0
2891,18817,247,1,2,0
2892,18820,247,1,2,0
2893,27378,247,1,2,0
2894,18822,247,1,2,0
2895,18823,247,1,2,0
2896,18827,247,1,2,0
2897,18821,247,1,2,0
2898,18824,247,1,2,0
2899,18825,247,1,2,0
2900,35776,247,1,2,0
2901,18830,247,1,2,0
2902,18836,247,1,2,0
2903,18842,247,1,2,0
2904,18854,247,1,2,0
2905,18848,247,1,2,0
2906,18866,247,1,2,0
2907,18860,247,1,2,0
2908,18832,247,1,2,0
2909,18838,247,1,2,0
2910,18844,247,1,2,0
2911,18856,247,1,2,0
2912,18850,247,1,2,0
2913,18868,247,1,2,0
2914,18862,247,1,2,0
2915,38502,247,1,2,0
2916,20551,247,1,2,0
2917,22484,247,1,2,0
2918,18833,262,1,0,0
2919,18839,262,1,0,0
2920,18845,262,1,0,0
2921,18857,262,1,0,0
2922,18851,262,1,0,0
2923,18869,262,1,0,0
2924,18863,262,1,0,0
2925,18881,262,1,0,0
2926,18882,262,1,0,0
2927,18883,262,1,0,0
2928,18885,262,1,0,0
2929,18884,262,1,0,0
2930,18886,262,1,0,0
2931,18887,262,1,0,0
2932,18888,262,1,0,0
2933,18890,262,1,0,0
2934,18889,262,1,0,0
2935,22495,262,1,0,0
2936,18829,262,1,1,0
2937,18835,262,1,1,0
2938,18841,262,1,1,0
2939,18853,262,1,1,0
2940,18847,262,1,1,0
2941,18865,262,1,1,0
2942,18859,262,1,1,0
2943,18831,262,1,1,0
2944,18837,262,1,1,0
2945,18843,262,1,1,0
2946,18855,262,1,1,0
2947,18849,262,1,1,0
2948,18867,262,1,1,0
2949,18861,262,1,1,0
2950,18871,262,1,1,0
2951,18872,262,1,1,0
2952,18873,262,1,1,0
2953,18875,262,1,1,0
2954,18874,262,1,1,0
2955,18876,262,1,1,0
2956,18877,262,1,1,0
2957,18878,262,1,1,0
2958,18880,262,1,1,0
2959,18879,262,1,1,0
2960,18815,262,1,2,0
2961,18819,262,1,2,0
2962,27377,262,1,2,0
2963,18816,262,1,2,0
2964,35758,262,1,2,0
2965,18814,262,1,2,0
2966,18826,262,1,2,0
2967,18818,262,1,2,0
2968,18817,262,1,2,0
2969,18820,262,1,2,0
2970,27378,262,1,2,0
2971,18822,262,1,2,0
2972,18823,262,1,2,0
2973,18827,262,1,2,0
2974,18821,262,1,2,0
2975,18824,262,1,2,0
2976,18825,262,1,2,0
2977,35776,262,1,2,0
2978,18830,262,1,2,0
2979,18836,262,1,2,0
2980,18842,262,1,2,0
2981,18854,262,1,2,0
2982,18848,262,1,2,0
2983,18866,262,1,2,0
2984,18860,262,1,2,0
2985,18832,262,1,2,0
2986,18838,262,1,2,0
2987,18844,262,1,2,0
2988,18856,262,1,2,0
2989,18850,262,1,2,0
2990,18868,262,1,2,0
2991,18862,262,1,2,0
2992,38502,262,1,2,0
2993,20533,262,1,2,0
2994,21287,262,1,2,0
2995,18833,236,1,0,0
2996,18839,236,1,0,0
2997,18845,236,1,0,0
2998,18857,236,1,0,0
2999,18851,236,1,0,0
3000,18869,236,1,0,0
3001,18863,236,1,0,0
3002,18881,236,1,0,0
3003,18882,236,1,0,0
3004,18883,236,1,0,0
3005,18885,236,1,0,0
3006,18884,236,1,0,0
3007,18886,236,1,0,0
3008,18887,236,1,0,0
3009,18888,236,1,0,0
3010,18890,236,1,0,0
3011,18889,236,1,0,0
3012,18829,236,1,1,0
3013,18835,236,1,1,0
3014,18841,236,1,1,0
3015,18853,236,1,1,0
3016,18847,236,1,1,0
3017,18865,236,1,1,0
3018,18859,236,1,1,0
3019,18831,236,1,1,0
3020,18837,236,1,1,0
3021,18843,236,1,1,0
3022,18855,236,1,1,0
3023,18849,236,1,1,0
3024,18867,236,1,1,0
3025,18861,236,1,1,0
3026,18871,236,1,1,0
3027,18872,236,1,1,0
3028,18873,236,1,1,0
3029,18875,236,1,1,0
3030,18874,236,1,1,0
3031,18876,236,1,1,0
3032,18877,236,1,1,0
3033,18878,236,1,1,0
3034,18880,236,1,1,0
3035,18879,236,1,1,0
3036,18815,236,1,2,0
3037,18819,236,1,2,0
3038,27377,236,1,2,0
3039,18816,236,1,2,0
3040,35758,236,1,2,0
3041,18814,236,1,2,0
3042,18826,236,1,2,0
3043,18818,236,1,2,0
3044,18817,236,1,2,0
3045,18820,236,1,2,0
3046,27378,236,1,2,0
3047,18822,236,1,2,0
3048,18823,236,1,2,0
3049,18827,236,1,2,0
3050,18821,236,1,2,0
3051,18824,236,1,2,0
3052,18825,236,1,2,0
3053,35776,236,1,2,0
3054,18830,236,1,2,0
3055,18836,236,1,2,0
3056,18842,236,1,2,0
3057,18854,236,1,2,0
3058,18848,236,1,2,0
3059,18866,236,1,2,0
3060,18860,236,1,2,0
3061,18832,236,1,2,0
3062,18838,236,1,2,0
3063,18844,236,1,2,0
3064,18856,236,1,2,0
3065,18850,236,1,2,0
3066,18868,236,1,2,0
3067,18862,236,1,2,0
3068,38502,236,1,2,0
3069,20538,236,1,2,0
3070,22483,236,1,2,0
3071,20823,279,1,0,0
3072,20829,279,1,0,0
3073,20835,279,1,0,0
3074,20847,279,1,0,0
3075,20841,279,1,0,0
3076,20859,279,1,0,0
3077,20853,279,1,0,0
3078,20871,279,1,0,0
3079,20872,279,1,0,0
3080,20873,279,1,0,0
3081,20875,279,1,0,0
3082,20874,279,1,0,0
3083,20876,279,1,0,0
3084,20877,279,1,0,0
3085,20878,279,1,0,0
3086,20880,279,1,0,0
3087,20879,279,1,0,0
3088,20819,279,1,1,0
3089,20825,279,1,1,0
3090,20831,279,1,1,0
3091,20843,279,1,1,0
3092,20837,279,1,1,0
3093,20855,279,1,1,0
3094,20849,279,1,1,0
3095,20821,279,1,1,0
3096,20827,279,1,1,0
3097,20833,279,1,1,0
3098,20845,279,1,1,0
3099,20839,279,1,1,0
3100,20857,279,1,1,0
3101,20851,279,1,1,0
3102,20861,279,1,1,0
3103,20862,279,1,1,0
3104,20863,279,1,1,0
3105,20865,279,1,1,0
3106,20864,279,1,1,0
3107,20866,279,1,1,0
3108,20867,279,1,1,0
3109,20868,279,1,1,0
3110,20870,279,1,1,0
3111,20869,279,1,1,0
3112,20820,279,1,2,0
3113,20826,279,1,2,0
3114,20832,279,1,2,0
3115,20844,279,1,2,0
3116,20838,279,1,2,0
3117,20856,279,1,2,0
3118,20850,279,1,2,0
3119,20822,279,1,2,0
3120,20828,279,1,2,0
3121,20834,279,1,2,0
3122,20846,279,1,2,0
3123,20840,279,1,2,0
3124,20858,279,1,2,0
3125,20852,279,1,2,0
3126,21193,279,1,2,0
3127,21288,279,1,2,0
3128,21637,284,1,0,0
3129,21643,284,1,0,0
3130,21649,284,1,0,0
3131,21661,284,1,0,0
3132,21655,284,1,0,0
3133,21673,284,1,0,0
3134,21667,284,1,0,0
3135,21685,284,1,0,0
3136,21686,284,1,0,0
3137,21687,284,1,0,0
3138,21689,284,1,0,0
3139,21688,284,1,0,0
3140,21690,284,1,0,0
3141,21691,284,1,0,0
3142,21692,284,1,0,0
3143,21694,284,1,0,0
3144,21693,284,1,0,0
3145,21633,284,1,1,0
3146,21639,284,1,1,0
3147,21645,284,1,1,0
3148,21657,284,1,1,0
3149,21651,284,1,1,0
3150,21669,284,1,1,0
3151,21663,284,1,1,0
3152,21635,284,1,1,0
3153,21641,284,1,1,0
3154,21647,284,1,1,0
3155,21659,284,1,1,0
3156,21653,284,1,1,0
3157,21671,284,1,1,0
3158,21665,284,1,1,0
3159,21675,284,1,1,0
3160,21676,284,1,1,0
3161,21677,284,1,1,0
3162,21679,284,1,1,0
3163,21678,284,1,1,0
3164,21680,284,1,1,0
3165,21681,284,1,1,0
3166,21682,284,1,1,0
3167,21684,284,1,1,0
3168,21683,284,1,1,0
3169,21634,284,1,2,0
3170,21640,284,1,2,0
3171,21646,284,1,2,0
3172,21658,284,1,2,0
3173,21652,284,1,2,0
3174,21670,284,1,2,0
3175,21664,284,1,2,0
3176,21636,284,1,2,0
3177,21642,284,1,2,0
3178,21648,284,1,2,0
3179,21660,284,1,2,0
3180,21654,284,1,2,0
3181,21672,284,1,2,0
3182,21666,284,1,2,0
3183,21911,284,1,2,0
3184,22481,284,1,2,0
3185,21637,285,1,0,0
3186,21643,285,1,0,0
3187,21649,285,1,0,0
3188,21661,285,1,0,0
3189,21655,285,1,0,0
3190,21673,285,1,0,0
3191,21667,285,1,0,0
3192,21685,285,1,0,0
3193,21686,285,1,0,0
3194,21687,285,1,0,0
3195,21689,285,1,0,0
3196,21688,285,1,0,0
3197,21690,285,1,0,0
3198,21691,285,1,0,0
3199,21692,285,1,0,0
3200,21694,285,1,0,0
3201,21693,285,1,0,0
3202,21633,285,1,1,0
3203,21639,285,1,1,0
3204,21645,285,1,1,0
3205,21657,285,1,1,0
3206,21651,285,1,1,0
3207,21669,285,1,1,0
3208,21663,285,1,1,0
3209,21635,285,1,1,0
3210,21641,285,1,1,0
3211,21647,285,1,1,0
3212,21659,285,1,1,0
3213,21653,285,1,1,0
3214,21671,285,1,1,0
3215,21665,285,1,1,0
3216,21675,285,1,1,0
3217,21676,285,1,1,0
3218,21677,285,1,1,0
3219,21679,285,1,1,0
3220,21678,285,1,1,0
3221,21680,285,1,1,0
3222,21681,285,1,1,0
3223,21682,285,1,1,0
3224,21684,285,1,1,0
3225,21683,285,1,1,0
3226,21634,285,1,2,0
3227,21640,285,1,2,0
3228,21646,285,1,2,0
3229,21658,285,1,2,0
3230,21652,285,1,2,0
3231,21670,285,1,2,0
3232,21664,285,1,2,0
3233,21636,285,1,2,0
3234,21642,285,1,2,0
3235,21648,285,1,2,0
3236,21660,285,1,2,0
3237,21654,285,1,2,0
3238,21672,285,1,2,0
3239,21666,285,1,2,0
3240,22482,285,1,2,0
3241,22752,536,1,0,0
3242,22758,536,1,0,0
3243,22764,536,1,0,0
3244,22776,536,1,0,0
3245,22770,536,1,0,0
3246,22788,536,1,0,0
3247,22782,536,1,0,0
3248,22800,536,1,0,0
3249,22801,536,1,0,0
3250,22802,536,1,0,0
3251,22804,536,1,0,0
3252,22803,536,1,0,0
3253,22805,536,1,0,0
3254,22806,536,1,0,0
3255,22807,536,1,0,0
3256,22809,536,1,0,0
3257,22808,536,1,0,0
3258,22748,536,1,1,0
3259,22754,536,1,1,0
3260,22760,536,1,1,0
3261,22772,536,1,1,0
3262,22766,536,1,1,0
3263,22784,536,1,1,0
3264,22778,536,1,1,0
3265,22750,536,1,1,0
3266,22756,536,1,1,0
3267,22762,536,1,1,0
3268,22774,536,1,1,0
3269,22768,536,1,1,0
3270,22786,536,1,1,0
3271,22780,536,1,1,0
3272,22790,536,1,1,0
3273,22791,536,1,1,0
3274,22792,536,1,1,0
3275,22794,536,1,1,0
3276,22793,536,1,1,0
3277,22795,536,1,1,0
3278,22796,536,1,1,0
3279,22797,536,1,1,0
3280,22799,536,1,1,0
3281,22798,536,1,1,0
3282,22749,536,1,2,0
3283,22755,536,1,2,0
3284,22761,536,1,2,0
3285,22773,536,1,2,0
3286,22767,536,1,2,0
3287,22785,536,1,2,0
3288,22779,536,1,2,0
3289,22751,536,1,2,0
3290,22757,536,1,2,0
3291,22763,536,1,2,0
3292,22775,536,1,2,0
3293,22769,536,1,2,0
3294,22787,536,1,2,0
3295,22781,536,1,2,0
3296,23032,536,1,2,0
3297,23323,536,1,2,0
3298,23710,585,1,0,0
3299,23716,585,1,0,0
3300,23722,585,1,0,0
3301,23734,585,1,0,0
3302,23728,585,1,0,0
3303,23746,585,1,0,0
3304,23740,585,1,0,0
3305,23758,585,1,0,0
3306,23759,585,1,0,0
3307,23760,585,1,0,0
3308,23762,585,1,0,0
3309,23761,585,1,0,0
3310,23763,585,1,0,0
3311,23764,585,1,0,0
3312,23765,585,1,0,0
3313,23767,585,1,0,0
3314,23766,585,1,0,0
3315,23706,585,1,1,0
3316,23712,585,1,1,0
3317,23718,585,1,1,0
3318,23730,585,1,1,0
3319,23724,585,1,1,0
3320,23742,585,1,1,0
3321,23736,585,1,1,0
3322,23708,585,1,1,0
3323,23714,585,1,1,0
3324,23720,585,1,1,0
3325,23732,585,1,1,0
3326,23726,585,1,1,0
3327,23744,585,1,1,0
3328,23738,585,1,1,0
3329,23748,585,1,1,0
3330,23749,585,1,1,0
3331,23750,585,1,1,0
3332,23752,585,1,1,0
3333,23751,585,1,1,0
3334,23753,585,1,1,0
3335,23754,585,1,1,0
3336,23755,585,1,1,0
3337,23757,585,1,1,0
3338,23756,585,1,1,0
3339,23707,585,1,2,0
3340,23713,585,1,2,0
3341,23719,585,1,2,0
3342,23731,585,1,2,0
3343,23725,585,1,2,0
3344,23743,585,1,2,0
3345,23737,585,1,2,0
3346,23709,585,1,2,0
3347,23715,585,1,2,0
3348,23721,585,1,2,0
3349,23733,585,1,2,0
3350,23727,585,1,2,0
3351,23745,585,1,2,0
3352,23739,585,1,2,0
3353,24295,585,1,2,0
3354,23710,584,1,0,0
3355,23716,584,1,0,0
3356,23722,584,1,0,0
3357,23734,584,1,0,0
3358,23728,584,1,0,0
3359,23746,584,1,0,0
3360,23740,584,1,0,0
3361,23758,584,1,0,0
3362,23759,584,1,0,0
3363,23760,584,1,0,0
3364,23762,584,1,0,0
3365,23761,584,1,0,0
3366,23763,584,1,0,0
3367,23764,584,1,0,0
3368,23765,584,1,0,0
3369,23767,584,1,0,0
3370,23766,584,1,0,0
3371,23706,584,1,1,0
3372,23712,584,1,1,0
3373,23718,584,1,1,0
3374,23730,584,1,1,0
3375,23724,584,1,1,0
3376,23742,584,1,1,0
3377,23736,584,1,1,0
3378,23708,584,1,1,0
3379,23714,584,1,1,0
3380,23720,584,1,1,0
3381,23732,584,1,1,0
3382,23726,584,1,1,0
3383,23744,584,1,1,0
3384,23738,584,1,1,0
3385,23748,584,1,1,0
3386,23749,584,1,1,0
3387,23750,584,1,1,0
3388,23752,584,1,1,0
3389,23751,584,1,1,0
3390,23753,584,1,1,0
3391,23754,584,1,1,0
3392,23755,584,1,1,0
3393,23757,584,1,1,0
3394,23756,584,1,1,0
3395,23707,584,1,2,0
3396,23713,584,1,2,0
