RowId,ItemId,ChestId,Min,Max,Probability
3205,11249,216,1,1,3.51
3206,11245,216,1,1,3.32
3207,12403,216,1,1,9.49
3208,12415,216,1,1,10.38
3209,12401,216,1,1,10.31
3210,12397,216,1,1,10.31
3211,11248,216,1,1,4.07
3212,12413,216,1,1,10.5
3213,11247,216,1,1,2.99
3214,12407,216,1,1,10.27
3215,11251,216,1,1,4.18
3216,11215,217,1,1,3.83
3217,12406,217,1,1,9.52
3218,12398,217,1,1,9.98
3219,12402,217,1,1,9.73
3220,11227,217,1,1,3.53
3221,11213,217,1,1,4.12
3222,12414,217,1,1,10.98
3223,11225,217,1,1,3.08
3224,12408,217,1,1,10.52
3225,12410,217,1,1,10.73
3226,11229,217,1,1,3.28
3227,11224,217,1,1,4.07
3228,12412,217,1,1,9.98
3229,11226,217,1,1,2.99
3230,12400,217,1,1,9.23
3231,11214,217,1,1,3.41
3232,12396,217,1,1,10.31
3233,11212,217,1,1,3.28
3234,11211,217,1,1,3.53
3235,11210,217,1,1,3.74
3236,11228,217,1,1,4.07
3237,12404,217,1,1,9.02
3238,11230,217,1,1,3.58
3239,11216,217,1,1,2.74
3240,12399,218,1,1,9.98
3241,11242,218,1,1,3.63
3242,12405,218,1,1,10.17
3243,11244,218,1,1,3.37
3244,12413,218,1,1,8.91
3245,12397,218,1,1,10.76
3246,12403,218,1,1,9.7
3247,12411,218,1,1,10.48
3248,11238,218,1,1,3.46
3249,12409,218,1,1,9.02
3250,11243,218,1,1,3.99
3251,11223,218,1,1,3.4
3252,12407,218,1,1,10.51
3253,11239,218,1,1,3.09
3254,11222,218,1,1,3.51
3255,11219,218,1,1,3.49
3256,12415,218,1,1,10.85
3257,11220,218,1,1,3.77
3258,11221,218,1,1,3.6
3259,12401,218,1,1,9.61
3260,11241,218,1,1,3.85
3261,11217,218,1,1,3.43
3262,11240,218,1,1,3.74
3263,11218,218,1,1,3.4
3264,11205,219,1,1,6.67
3265,12398,219,1,1,10.18
3266,38483,219,1,1,6.67
3267,12396,219,1,1,9.59
3268,11204,219,1,1,7
3269,12408,219,1,1,9.42
3270,12410,219,1,1,9.77
3271,11207,219,1,1,6.64
3272,12404,219,1,1,10.51
3273,11198,219,1,1,6.55
3274,11202,219,1,1,6.88
3275,11200,219,1,1,6.58
3276,12406,219,1,1,10.27
3277,11199,219,1,1,5.99
3278,11203,219,1,1,6.82
3279,20402,219,1,1,6.26
3280,12400,219,1,1,10.04
3281,11197,219,1,1,6.73
3282,11206,219,1,1,7.35
3283,12402,219,1,1,9.92
3284,20403,219,1,1,6.64
3285,11208,219,1,1,7.23
3286,12414,219,1,1,10.6
3287,11201,219,1,1,5.99
3288,12412,219,1,1,9.71
3289,11245,220,1,1,6.7
3290,12411,220,1,1,9.73
3291,11251,220,1,1,6.79
3292,12405,220,1,1,9.73
3293,12403,220,1,1,10.27
3294,12415,220,1,1,9.24
3295,12413,220,1,1,9.94
3296,12399,220,1,1,11.04
3297,12401,220,1,1,10.55
3298,11249,220,1,1,7.42
3299,12397,220,1,1,9.83
3300,12409,220,1,1,9.78
3301,11246,220,1,1,7.07
3302,12407,220,1,1,9.87
3303,11250,220,1,1,7.42
3304,11248,220,1,1,7.49
3305,11247,220,1,1,6.84
3306,11228,221,1,1,6.67
3307,12412,221,1,1,11
3308,11226,221,1,1,6.92
3309,12408,221,1,1,8.97
3310,11224,221,1,1,7.52
3311,12414,221,1,1,10.12
3312,11212,221,1,1,6.65
3313,12400,221,1,1,10.38
3314,11210,221,1,1,6.95
3315,11211,221,1,1,7.5
3316,12398,221,1,1,9.8
3317,11216,221,1,1,7.59
3318,11214,221,1,1,6.97
3319,12410,221,1,1,10.33
3320,12404,221,1,1,9.89
3321,11225,221,1,1,7.29
3322,11227,221,1,1,7.45
3323,11213,221,1,1,6.9
3324,12396,221,1,1,10.42
3325,11230,221,1,1,6.74
3326,11215,221,1,1,7.55
3327,12406,221,1,1,9.82
3328,12402,221,1,1,9.27
3329,11229,221,1,1,7.29
3330,11200,222,1,1,6.79
3331,11244,222,1,1,7.76
3332,11197,222,1,1,6.04
3333,11240,222,1,1,6.46
3334,11206,222,1,1,6.04
3335,11219,222,1,1,6.99
3336,11203,222,1,1,7.01
3337,11223,222,1,1,6.84
3338,11199,222,1,1,6.84
3339,11242,222,1,1,7.56
3340,36373,222,1,1,23.69
3341,11220,222,1,1,7.14
3342,11238,222,1,1,6.71
3343,11198,222,1,1,7.01
3344,11243,222,1,1,7.24
3345,11202,222,1,1,6.49
3346,11218,222,1,1,7.76
3347,11208,222,1,1,7.33
3348,11239,222,1,1,7.06
3349,20403,222,1,1,6.09
3350,11221,222,1,1,7.09
3351,11241,222,1,1,7.19
3352,38483,222,1,1,6.32
3353,11222,222,1,1,7.36
3354,11204,222,1,1,7.43
3355,11207,222,1,1,6.66
3356,20402,222,1,1,6.51
3357,11205,222,1,1,6.56
3358,11217,222,1,1,6.86
3359,12056,222,1,1,5.02
3360,11201,222,1,1,6.86
3361,11301,223,1,1,7.62
3362,12431,223,1,1,9.3
3363,12425,223,1,1,10.19
3364,12423,223,1,1,11
3365,11306,223,1,1,7.82
3366,12429,223,1,1,10.73
3367,11305,223,1,1,7.01
3368,11303,223,1,1,7.1
3369,12435,223,1,1,10.06
3370,11304,223,1,1,7.03
3371,12419,223,1,1,9.32
3372,12421,223,1,1,9.89
3373,11307,223,1,1,7.42
3374,12433,223,1,1,8.9
3375,12417,223,1,1,9.77
3376,12427,223,1,1,10.83
3377,11302,223,1,1,7.42
3378,12429,224,1,1,9.42
3379,11307,224,1,1,4.25
3380,12419,224,1,1,10.07
3381,11302,224,1,1,3.6
3382,12427,224,1,1,10.73
3383,12425,224,1,1,10.46
3384,12421,224,1,1,10.66
3385,12433,224,1,1,10.01
3386,12417,224,1,1,8.76
3387,12423,224,1,1,9.81
3388,11305,224,1,1,3.53
3389,12435,224,1,1,10.2
3390,12431,224,1,1,9.88
3391,11301,224,1,1,3.6
3392,11306,224,1,1,2.94
3393,11304,224,1,1,4.77
3394,11303,224,1,1,4.05
3395,12420,225,1,1,10.95
3396,12430,225,1,1,9.28
3397,12416,225,1,1,9.36
3398,11281,225,1,1,3.85
3399,12424,225,1,1,10.31
3400,11267,225,1,1,4.05
3401,12432,225,1,1,9.56
3402,11282,225,1,1,4.09
3403,12426,225,1,1,10.43
3404,11270,225,1,1,3.21
3405,12418,225,1,1,9.52
3406,11280,225,1,1,3.25
3407,11285,225,1,1,3.53
3408,11272,225,1,1,3.49
3409,12428,225,1,1,10.47
3410,12434,225,1,1,10.75
3411,11268,225,1,1,3.61
3412,11283,225,1,1,3.85
3413,11266,225,1,1,2.5
3414,12422,225,1,1,9.36
3415,11286,225,1,1,3.81
3416,11271,225,1,1,3.81
3417,11284,225,1,1,3.37
3418,11269,225,1,1,3.09
3419,11271,226,1,1,6.63
3420,12432,226,1,1,10.4
3421,12416,226,1,1,10.01
3422,11267,226,1,1,6.77
3423,12430,226,1,1,9.96
3424,11282,226,1,1,7.47
3425,12428,226,1,1,9.92
3426,11286,226,1,1,6.99
3427,12418,226,1,1,10.47
3428,11269,226,1,1,6.99
3429,11284,226,1,1,7.62
3430,12422,226,1,1,10.04
3431,11285,226,1,1,7.21
3432,11280,226,1,1,6.77
3433,12434,226,1,1,9.6
3434,11266,226,1,1,7.23
3435,11283,226,1,1,7.55
3436,12420,226,1,1,9.53
3437,11272,226,1,1,6.6
3438,12424,226,1,1,10.5
3439,11281,226,1,1,7.52
3440,12426,226,1,1,9.58
3441,11268,226,1,1,7.23
3442,11270,226,1,1,7.42
3443,12419,227,1,1,9.65
3444,12429,227,1,1,9.69
3445,12431,227,1,1,9.08
3446,12433,227,1,1,10.45
3447,11296,227,1,1,3.19
3448,12425,227,1,1,11.06
3449,11297,227,1,1,3.61
3450,12417,227,1,1,9.5
3451,11273,227,1,1,3.95
3452,12423,227,1,1,10.19
3453,11300,227,1,1,3.42
3454,12435,227,1,1,10.15
3455,11276,227,1,1,3.65
3456,12427,227,1,1,9.58
3457,11274,227,1,1,3.69
3458,11299,227,1,1,2.93
3459,11295,227,1,1,3.31
3460,12421,227,1,1,10.64
3461,11278,227,1,1,3.72
3462,11298,227,1,1,3.72
3463,11279,227,1,1,3.84
3464,11275,227,1,1,3.91
3465,11294,227,1,1,3.61
3466,11277,227,1,1,3.42
3467,11256,228,1,1,6.43
3468,12434,228,1,1,10.83
3469,11261,228,1,1,5.49
3470,12428,228,1,1,10.91
3471,20404,228,1,1,6.43
3472,12432,228,1,1,9.7
3473,11255,228,1,1,6.86
3474,12416,228,1,1,9.86
3475,11263,228,1,1,6.82
3476,11260,228,1,1,6.9
3477,11253,228,1,1,6.54
3478,12426,228,1,1,8.84
3479,11257,228,1,1,6.23
3480,11258,228,1,1,7.4
3481,11259,228,1,1,6.54
3482,12424,228,1,1,10.91
3483,12422,228,1,1,10.05
3484,11254,228,1,1,6.62
3485,12420,228,1,1,9.51
3486,11262,228,1,1,7.25
3487,11264,228,1,1,6.9
3488,12430,228,1,1,9.89
3489,12418,228,1,1,9.51
3490,20405,228,1,1,7.28
3491,38484,228,1,1,6.31
3492,11256,229,1,1,6.98
3493,11295,229,1,1,6.58
3494,38648,229,1,1,26.18
3495,11261,229,1,1,6.7
3496,11298,229,1,1,7
3497,11297,229,1,1,6.38
3498,38649,229,1,1,25.48
3499,11262,229,1,1,6.26
3500,11300,229,1,1,6.56
3501,20405,229,1,1,6.58
3502,11299,229,1,1,7.5
3503,11254,229,1,1,6.38
3504,11278,229,1,1,7.28
3505,11253,229,1,1,6.62
3506,11258,229,1,1,6.42
3507,11273,229,1,1,6.74
3508,38484,229,1,1,6.14
3509,11296,229,1,1,7.46
3510,11255,229,1,1,7.12
3511,11260,229,1,1,6.46
3512,11276,229,1,1,7.48
3513,11279,229,1,1,7.24
3514,11294,229,1,1,7.8
3515,11264,229,1,1,6.62
3516,11274,229,1,1,7.78
3517,11277,229,1,1,7.06
3518,11257,229,1,1,6.72
3519,11259,229,1,1,7.46
3520,11263,229,1,1,6.9
3521,12049,229,1,1,5.28
3522,11275,229,1,1,7.14
3523,20404,229,1,1,6.64
3524,12455,230,1,1,10.58
3525,11358,230,1,1,3.73
3526,12447,230,1,1,12.24
3527,12437,230,1,1,9.23
3528,11361,230,1,1,3.73
3529,12451,230,1,1,9.65
3530,12453,230,1,1,9.44
3531,11359,230,1,1,3.63
3532,12441,230,1,1,8.4
3533,11363,230,1,1,3.63
3534,12439,230,1,1,9.23
3535,12449,230,1,1,10.68
3536,12445,230,1,1,9.34
3537,12443,230,1,1,11.2
3538,11362,230,1,1,3.22
3539,11360,230,1,1,3.53
3540,11357,230,1,1,2.9
3541,11341,231,1,1,3.06
3542,12440,231,1,1,9.86
3543,12442,231,1,1,11.01
3544,12446,231,1,1,10.06
3545,11340,231,1,1,3.6
3546,11338,231,1,1,4.21
3547,12444,231,1,1,9.18
3548,12454,231,1,1,8.23
3549,11326,231,1,1,3.2
3550,11323,231,1,1,3.87
3551,12452,231,1,1,9.18
3552,11322,231,1,1,3.94
3553,12436,231,1,1,10.88
3554,12448,231,1,1,10.2
3555,12438,231,1,1,10.33
3556,12450,231,1,1,11.08
3557,11328,231,1,1,2.92
3558,11336,231,1,1,2.99
3559,11324,231,1,1,3.67
3560,11337,231,1,1,2.99
3561,11325,231,1,1,3.74
3562,11342,231,1,1,2.92
3563,11327,231,1,1,2.58
3564,11339,231,1,1,3.4
3565,12447,232,1,1,10.07
3566,12441,232,1,1,10.48
3567,12453,232,1,1,8.92
3568,11332,232,1,1,3.6
3569,12449,232,1,1,10.44
3570,12451,232,1,1,9.84
3571,11334,232,1,1,3.34
3572,11352,232,1,1,3.86
3573,11356,232,1,1,3.05
3574,12455,232,1,1,10.85
3575,11335,232,1,1,3.23
3576,12445,232,1,1,9.55
3577,12443,232,1,1,10.51
3578,11331,232,1,1,3.23
3579,11353,232,1,1,2.79
3580,11329,232,1,1,4.64
3581,12437,232,1,1,9.88
3582,12439,232,1,1,9.47
3583,11350,232,1,1,3.08
3584,11355,232,1,1,3.53
3585,11330,232,1,1,3.49
3586,11351,232,1,1,3.38
3587,11354,232,1,1,3.38
3588,11333,232,1,1,3.34
3589,11315,233,1,1,6.99
3590,12446,233,1,1,11.02
3591,12452,233,1,1,9.51
3592,38485,233,1,1,6.8
3593,12454,233,1,1,9.63
3594,11312,233,1,1,6.11
3595,20407,233,1,1,6.86
3596,11313,233,1,1,7.93
3597,20406,233,1,1,5.98
3598,11318,233,1,1,6.8
3599,11317,233,1,1,6.68
3600,12436,233,1,1,9.32
3601,12442,233,1,1,8.94
3602,12438,233,1,1,10.89
3603,12440,233,1,1,11.34
3604,11316,233,1,1,6.36
3605,11310,233,1,1,6.55
3606,11320,233,1,1,6.68
3607,11314,233,1,1,6.3
3608,11311,233,1,1,6.55
3609,12450,233,1,1,9.7
3610,11309,233,1,1,6.86
3611,12448,233,1,1,9.32
3612,12444,233,1,1,10.33
3613,11319,233,1,1,6.55
3614,11360,234,1,1,8.08
3615,12453,234,1,1,10.57
3616,12441,234,1,1,9.58
3617,12447,234,1,1,10.11
3618,11361,234,1,1,7.04
3619,12443,234,1,1,10.57
3620,11363,234,1,1,7.17
3621,12439,234,1,1,9.5
3622,12445,234,1,1,10.46
3623,12449,234,1,1,10.33
3624,11359,234,1,1,8.37
3625,11362,234,1,1,5.94
3626,12451,234,1,1,9.82
3627,12455,234,1,1,9.98
3628,11357,234,1,1,7.78
3629,12437,234,1,1,9.1
3630,11358,234,1,1,7.09
3631,11339,235,1,1,7.21
3632,12440,235,1,1,10.47
3633,11326,235,1,1,6.86
3634,11341,235,1,1,6.9
3635,12450,235,1,1,9.43
3636,11327,235,1,1,7.71
3637,12436,235,1,1,10
3638,11342,235,1,1,7.02
3639,12452,235,1,1,10.21
3640,12444,235,1,1,10.12
3641,12448,235,1,1,10.59
3642,11325,235,1,1,6.81
3643,12446,235,1,1,10.31
3644,11337,235,1,1,7.02
3645,12442,235,1,1,9.76
3646,12438,235,1,1,9.81
3647,11323,235,1,1,7.64
3648,11340,235,1,1,6.76
3649,11338,235,1,1,7.52
3650,11322,235,1,1,7.05
3651,12454,235,1,1,9.31
3652,11328,235,1,1,7.66
3653,11324,235,1,1,6.69
3654,11336,235,1,1,7.14
3655,20406,236,1,1,7.07
3656,11353,236,1,1,7.59
3657,11331,236,1,1,7.31
3658,11313,236,1,1,6.19
3659,11311,236,1,1,6.32
3660,11355,236,1,1,6.94
3661,11314,236,1,1,7.7
3662,11330,236,1,1,7.72
3663,11332,236,1,1,6.84
3664,11318,236,1,1,7.23
3665,11351,236,1,1,6.48
3666,11317,236,1,1,6.5
3667,11309,236,1,1,6.11
3668,11334,236,1,1,6.76
3669,12057,236,1,1,5.31
3670,20407,236,1,1,6.35
3671,11312,236,1,1,6.35
3672,11329,236,1,1,7.28
3673,38485,236,1,1,6.58
3674,11350,236,1,1,7.28
3675,11320,236,1,1,7.52
3676,11356,236,1,1,7
3677,11333,236,1,1,6.97
3678,11335,236,1,1,7.46
3679,11352,236,1,1,7.13
3680,11316,236,1,1,6.27
3681,11319,236,1,1,6.55
3682,11310,236,1,1,6.89
3683,11315,236,1,1,6.37
3684,11354,236,1,1,7.23
3685,12465,237,1,1,9.47
3686,12461,237,1,1,11.16
3687,12471,237,1,1,10.84
3688,12463,237,1,1,9.89
3689,11413,237,1,1,4
3690,12473,237,1,1,9.79
3691,11419,237,1,1,3.47
3692,12459,237,1,1,9.68
3693,12467,237,1,1,8.63
3694,12469,237,1,1,10.95
3695,12457,237,1,1,10.11
3696,11418,237,1,1,3.37
3697,12475,237,1,1,9.47
3698,11417,237,1,1,3.26
3699,11416,237,1,1,3.79
3700,11415,237,1,1,2.74
3701,11414,237,1,1,3.16
3702,11381,238,1,1,3.85
3703,12470,238,1,1,9.26
3704,11378,238,1,1,4.99
3705,12460,238,1,1,9.4
3706,11394,238,1,1,2.85
3707,12472,238,1,1,10.26
3708,11383,238,1,1,4.27
3709,12458,238,1,1,10.11
3710,11380,238,1,1,3.7
3711,12474,238,1,1,10.11
3712,12462,238,1,1,10.54
3713,12456,238,1,1,8.83
3714,11398,238,1,1,3.85
3715,12466,238,1,1,9.83
3716,11395,238,1,1,3.85
3717,12468,238,1,1,10.83
3718,11393,238,1,1,3.56
3719,11397,238,1,1,4.27
3720,11392,238,1,1,3.56
3721,11384,238,1,1,2.71
3722,11396,238,1,1,2.14
3723,11379,238,1,1,4.42
3724,12464,238,1,1,10.83
3725,11382,238,1,1,3.56
3726,12471,239,1,1,10.76
3727,12473,239,1,1,8.98
3728,11390,239,1,1,3.24
3729,12459,239,1,1,10.03
3730,12475,239,1,1,8.98
3731,11389,239,1,1,3.4
3732,12461,239,1,1,9.3
3733,12463,239,1,1,10.19
3734,11406,239,1,1,2.91
3735,12469,239,1,1,11.65
3736,12467,239,1,1,10.11
3737,12465,239,1,1,10.76
3738,11409,239,1,1,4.13
3739,11385,239,1,1,3.24
3740,11388,239,1,1,3.16
3741,12457,239,1,1,9.22
3742,11387,239,1,1,3.24
3743,11411,239,1,1,3.16
3744,11391,239,1,1,5.18
3745,11408,239,1,1,4.69
3746,11386,239,1,1,3.24
3747,11410,239,1,1,3.32
3748,11407,239,1,1,3.24
3749,11412,239,1,1,3.88
3750,20425,240,1,1,5.34
3751,12472,240,1,1,10.02
3752,11371,240,1,1,7.01
3753,12464,240,1,1,10.85
3754,11365,240,1,1,5.18
3755,12468,240,1,1,8.51
3756,11369,240,1,1,7.18
3757,12466,240,1,1,9.85
3758,11374,240,1,1,6.68
3759,12470,240,1,1,9.01
3760,11370,240,1,1,7.51
3761,12462,240,1,1,10.68
3762,11368,240,1,1,8.01
3763,12458,240,1,1,9.35
3764,12460,240,1,1,10.85
3765,11367,240,1,1,6.01
3766,11375,240,1,1,6.51
3767,11372,240,1,1,7.85
3768,12456,240,1,1,10.68
3769,11376,240,1,1,6.51
3770,12474,240,1,1,10.18
3771,11373,240,1,1,5.51
3772,20424,240,1,1,8.01
3773,11366,240,1,1,5.34
3774,38712,240,1,1,7.35
3775,11415,241,1,1,6.52
3776,12467,241,1,1,10.54
3777,12465,241,1,1,10.14
3778,12463,241,1,1,10.59
3779,12461,241,1,1,8.95
3780,12469,241,1,1,8.56
3781,11419,241,1,1,7.42
3782,12473,241,1,1,10.65
3783,11417,241,1,1,6.35
3784,12475,241,1,1,9.63
3785,12471,241,1,1,10.59
3786,11413,241,1,1,7.31
3787,11418,241,1,1,7.25
3788,11414,241,1,1,6.46
3789,12457,241,1,1,10.2
3790,12459,241,1,1,10.14
3791,11416,241,1,1,7.99
3792,11380,242,1,1,8.1
3793,12466,242,1,1,10.35
3794,11382,242,1,1,7.93
3795,11395,242,1,1,5.91
3796,12464,242,1,1,10.29
3797,11384,242,1,1,6.92
3798,11379,242,1,1,8.55
3799,12474,242,1,1,9.17
3800,11378,242,1,1,7.2
3801,12462,242,1,1,10.69
3802,12456,242,1,1,10.85
3803,12468,242,1,1,10.29
3804,11396,242,1,1,6.47
3805,11392,242,1,1,6.97
3806,12460,242,1,1,9.79
3807,11381,242,1,1,5.46
3808,11398,242,1,1,7.26
3809,12472,242,1,1,8.89
3810,11393,242,1,1,7.93
3811,12458,242,1,1,9.73
3812,11394,242,1,1,7.09
3813,11383,242,1,1,6.92
3814,11397,242,1,1,7.31
3815,12470,242,1,1,9.96
3816,11373,243,1,1,6.14
3817,11390,243,1,1,6.51
3818,37433,243,1,1,23.79
3819,11374,243,1,1,7.14
3820,11408,243,1,1,7.64
3821,11371,243,1,1,6.45
3822,11368,243,1,1,7.01
3823,11369,243,1,1,6.07
3824,11412,243,1,1,6.39
3825,11365,243,1,1,6.26
3826,11388,243,1,1,6.39
3827,11389,243,1,1,7.33
3828,11370,243,1,1,6.7
3829,11386,243,1,1,7.39
3830,38712,243,1,1,7.26
3831,11387,243,1,1,7.76
3832,20424,243,1,1,5.76
3833,11411,243,1,1,7.51
3834,20425,243,1,1,6.95
3835,12053,243,1,1,4.7
3836,11372,243,1,1,6.89
3837,11375,243,1,1,6.32
3838,11367,243,1,1,7.01
3839,11385,243,1,1,7.26
3840,11406,243,1,1,6.83
3841,11410,243,1,1,7.95
3842,11391,243,1,1,6.39
3843,11376,243,1,1,7.39
3844,11366,243,1,1,6.64
3845,11409,243,1,1,7.83
3846,11407,243,1,1,6.83
3847,11419,244,1,1,6.66
3848,12463,244,1,1,8.59
3849,12467,244,1,1,9.36
3850,11416,244,1,1,7.53
3851,12473,244,1,1,10.81
3852,12475,244,1,1,9.17
3853,12457,244,1,1,12.16
3854,11417,244,1,1,6.47
3855,12459,244,1,1,9.07
3856,12471,244,1,1,10.23
3857,12469,244,1,1,11
3858,11414,244,1,1,7.34
3859,11415,244,1,1,6.85
3860,12465,244,1,1,8.78
3861,12461,244,1,1,10.81
3862,11418,244,1,1,8.01
3863,11413,244,1,1,6.18
3864,11414,245,1,1,3.45
3865,12459,245,1,1,10.34
3866,12457,245,1,1,11.49
3867,12461,245,1,1,8.05
3868,12467,245,1,1,10.92
3869,12469,245,1,1,8.05
3870,11416,245,1,1,2.87
3871,12473,245,1,1,8.62
3872,12475,245,1,1,13.22
3873,12465,245,1,1,10.34
3874,12463,245,1,1,10.92
3875,12471,245,1,1,8.05
3876,11415,245,1,1,3.45
3877,11413,245,1,1,4.6
3878,11419,245,1,1,5.17
3879,11418,245,1,1,1.72
3880,11417,245,1,1,2.3
3881,11384,246,1,1,2.21
3882,12468,246,1,1,7
3883,11398,246,1,1,3.31
3884,12456,246,1,1,10.68
3885,11395,246,1,1,5.89
3886,12464,246,1,1,10.68
3887,12472,246,1,1,9.21
3888,12458,246,1,1,10.13
3889,11379,246,1,1,3.13
3890,12470,246,1,1,9.58
3891,11383,246,1,1,4.97
3892,12466,246,1,1,11.05
3893,12462,246,1,1,11.42
3894,11381,246,1,1,4.42
3895,11392,246,1,1,3.87
3896,11393,246,1,1,4.97
3897,11380,246,1,1,3.31
3898,12474,246,1,1,10.13
3899,11397,246,1,1,2.58
3900,12460,246,1,1,10.13
3901,11394,246,1,1,3.13
3902,11382,246,1,1,2.03
3903,11378,246,1,1,2.58
3904,11396,246,1,1,2.95
3905,11394,247,1,1,7.79
3906,12470,247,1,1,8.09
3907,11392,247,1,1,7.99
3908,12456,247,1,1,9.19
3909,12460,247,1,1,11.09
3910,11397,247,1,1,7.29
3911,12466,247,1,1,10.39
3912,11383,247,1,1,6.69
3913,12462,247,1,1,9.89
3914,12464,247,1,1,10.39
3915,11396,247,1,1,6.19
3916,11382,247,1,1,6.89
3917,12474,247,1,1,9.99
3918,12468,247,1,1,11.09
3919,11380,247,1,1,8.29
3920,11381,247,1,1,7.19
3921,11379,247,1,1,7.39
3922,11378,247,1,1,5.49
3923,12458,247,1,1,9.69
3924,12472,247,1,1,10.19
3925,11393,247,1,1,7.39
3926,11384,247,1,1,7.09
3927,11398,247,1,1,7.09
3928,11395,247,1,1,7.19
3929,11386,248,1,1,3.26
3930,12461,248,1,1,8.42
3931,11390,248,1,1,4.89
3932,12475,248,1,1,10.6
3933,11411,248,1,1,5.16
3934,11410,248,1,1,4.62
3935,12465,248,1,1,9.78
3936,12463,248,1,1,12.23
3937,12473,248,1,1,12.23
3938,12459,248,1,1,7.34
3939,11406,248,1,1,2.45
3940,12469,248,1,1,11.14
3941,11407,248,1,1,4.08
3942,12457,248,1,1,7.07
3943,12471,248,1,1,10.33
3944,11388,248,1,1,4.35
3945,12467,248,1,1,10.87
3946,11385,248,1,1,2.72
3947,11389,248,1,1,2.72
3948,11391,248,1,1,5.16
3949,11409,248,1,1,4.08
3950,11408,248,1,1,3.26
3951,11387,248,1,1,2.17
3952,11412,248,1,1,1.63
3953,11370,249,1,1,9.01
3954,12468,249,1,1,9.3
3955,11373,249,1,1,6.4
3956,12472,249,1,1,12.21
3957,11372,249,1,1,8.14
3958,12456,249,1,1,9.01
3959,20425,249,1,1,5.23
3960,12462,249,1,1,11.92
3961,11375,249,1,1,5.52
3962,11366,249,1,1,7.56
3963,20424,249,1,1,7.85
3964,12470,249,1,1,7.27
3965,12466,249,1,1,11.34
3966,11371,249,1,1,7.27
3967,12458,249,1,1,10.76
3968,11365,249,1,1,7.27
3969,11367,249,1,1,6.69
3970,12474,249,1,1,10.17
3971,12460,249,1,1,9.3
3972,11368,249,1,1,5.52
3973,11369,249,1,1,4.65
3974,12464,249,1,1,8.72
3975,38712,249,1,1,6.1
3976,11374,249,1,1,4.94
3977,11376,249,1,1,7.85
3978,11367,250,1,1,7.48
3979,11410,250,1,1,7.06
3980,11372,250,1,1,6.43
3981,11407,250,1,1,7.69
3982,11368,250,1,1,5.9
3983,20425,250,1,1,5.69
3984,11406,250,1,1,8.11
3985,11369,250,1,1,5.58
3986,11366,250,1,1,7.06
3987,11412,250,1,1,8.75
3988,11373,250,1,1,6.74
3989,11386,250,1,1,7.69
3990,11370,250,1,1,6.53
3991,11409,250,1,1,7.9
3992,11365,250,1,1,6.32
3993,11387,250,1,1,5.58
3994,20424,250,1,1,7.9
3995,11389,250,1,1,8.54
3996,11411,250,1,1,5.27
3997,11408,250,1,1,7.8
3998,11388,250,1,1,5.8
3999,11371,250,1,1,5.9
4000,11375,250,1,1,6.74
4001,11391,250,1,1,7.59
4002,12052,250,1,1,3.69
4003,11374,250,1,1,8.64
4004,38712,250,1,1,6.74
4005,11390,250,1,1,6.32
4006,11385,250,1,1,5.9
4007,11376,250,1,1,6.32
4008,13217,251,1,1,9.25
4009,13214,251,1,1,8.09
4010,13222,251,1,1,10.4
4011,13218,251,1,1,8.67
4012,13205,251,1,1,12.14
4013,13209,251,1,1,8.67
4014,13183,251,1,1,4.05
4015,13221,251,1,1,12.14
4016,13210,251,1,1,11.56
4017,13177,251,1,1,6.36
4018,13165,251,1,1,2.31
4019,13206,251,1,1,10.4
4020,13213,251,1,1,8.67
4021,13201,251,1,1,3.47
4022,13171,251,1,1,4.05
4023,13189,251,1,1,2.89
4024,13195,251,1,1,1.16
4025,13219,252,1,1,10.92
4026,13199,252,1,1,2.14
4027,13203,252,1,1,9.06
4028,13179,252,1,1,3.31
4029,13215,252,1,1,11.01
4030,13204,252,1,1,9.26
4031,13207,252,1,1,11.01
4032,13191,252,1,1,4.39
4033,13211,252,1,1,10.92
4034,13208,252,1,1,10.04
4035,13216,252,1,1,9.26
4036,13161,252,1,1,4.29
4037,13212,252,1,1,9.36
4038,13173,252,1,1,3.22
4039,13220,252,1,1,9.16
4040,13187,252,1,1,3.12
4041,13181,252,1,1,3.61
4042,13167,252,1,1,4.29
4043,13193,252,1,1,4.58
4044,13175,252,1,1,3.02
4045,13163,252,1,1,4
4046,13185,252,1,1,4
4047,13169,252,1,1,2.24
4048,13197,252,1,1,3.02
4049,13189,253,1,1,8.68
4050,13217,253,1,1,10.43
4051,13213,253,1,1,9.7
4052,13177,253,1,1,7
4053,13210,253,1,1,8.75
4054,13214,253,1,1,10.8
4055,13222,253,1,1,9.63
4056,13206,253,1,1,10.43
4057,13209,253,1,1,9.56
4058,13205,253,1,1,10.28
4059,13165,253,1,1,7.8
4060,13183,253,1,1,6.49
4061,13201,253,1,1,7.22
4062,13195,253,1,1,5.76
4063,13218,253,1,1,10.94
4064,13171,253,1,1,7.29
4065,13221,253,1,1,9.48
4066,13179,254,1,1,7.22
4067,13219,254,1,1,10.79
4068,13193,254,1,1,8.67
4069,13220,254,1,1,10.93
4070,13175,254,1,1,7.36
4071,13208,254,1,1,10.13
4072,13161,254,1,1,7.36
4073,13215,254,1,1,10.06
4074,13163,254,1,1,7
4075,13211,254,1,1,11.22
4076,13204,254,1,1,9.55
4077,13173,254,1,1,6.78
4078,13207,254,1,1,10.35
4079,13199,254,1,1,7.14
